Vehicle_ID,Class_Name,Lane_ID,Is_Emergency_Lane,Frame,Timestamp,Speed_mph,Image_X,Image_Y,World_X,World_Y,Image_Trace_Length,World_Trace_Length
6,car,6,False,1,2026-02-18 17:04:40.036,0.0,1146.9451904296875,283.0252685546875,12.034039497375488,13.66528606414795,1,1
6,car,6,False,2,2026-02-18 17:04:40.809,32.0,1141.546630859375,280.5553283691406,12.037386894226074,13.186426162719727,2,2
6,car,6,False,3,2026-02-18 17:04:41.573,18.0,1140.6221923828125,280.1252746582031,12.038313865661621,13.102526664733887,3,3
6,car,6,False,4,2026-02-18 17:04:42.301,32.0,1131.365478515625,275.9023132324219,12.043594360351562,12.263418197631836,4,4
6,car,6,False,5,2026-02-18 17:04:43.014,36.0,1124.077880859375,272.95037841796875,12.029162406921387,11.64985179901123,5,5
11,car,3,False,1,2026-02-18 17:04:40.036,0.0,758.0050659179688,379.04962158203125,1.7991498708724976,20.788677215576172,1,1
11,car,3,False,2,2026-02-18 17:04:40.809,28.0,760.1339721679688,382.79083251953125,1.7854225635528564,21.21051025390625,2,2
11,car,3,False,3,2026-02-18 17:04:41.573,16.0,760.4967041015625,383.4195251464844,1.7832250595092773,21.280715942382812,3,3
11,car,3,False,4,2026-02-18 17:04:42.301,28.0,765.4454956054688,390.9150695800781,1.7680174112319946,22.10905647277832,4,4
11,car,3,False,5,2026-02-18 17:04:43.014,35.0,768.8909301757812,396.9674987792969,1.7469972372055054,22.75060272216797,5,5
29,car,8,False,1,2026-02-18 17:04:40.036,0.0,1404.778564453125,343.9918212890625,14.209845542907715,25.085346221923828,1,1
29,car,8,False,2,2026-02-18 17:04:40.810,23.0,1397.953125,341.39166259765625,14.207154273986816,24.72907829284668,2,2
29,car,8,False,3,2026-02-18 17:04:41.573,14.0,1396.7822265625,340.945556640625,14.20669174194336,24.667457580566406,3,3
29,car,8,False,4,2026-02-18 17:04:42.301,23.0,1383.771484375,335.8008117675781,14.210301399230957,23.952455520629883,4,4
29,car,8,False,5,2026-02-18 17:04:43.014,31.0,1373.827880859375,331.74273681640625,14.219133377075195,23.378477096557617,5,5
36,truck,3,False,1,2026-02-18 17:04:40.036,0.0,1096.665771484375,704.091796875,2.611438751220703,42.47810363769531,1,1
36,truck,3,False,2,2026-02-18 17:04:40.810,25.0,1106.93701171875,714.5489501953125,2.619898557662964,42.858543395996094,2,2
36,car,3,False,3,2026-02-18 17:04:41.573,14.0,1108.694580078125,716.3453369140625,2.621262788772583,42.92278289794922,3,3
36,car,3,False,4,2026-02-18 17:04:42.301,25.0,1128.234130859375,738.3926391601562,2.6187736988067627,43.674713134765625,4,4
36,car,3,False,5,2026-02-18 17:04:43.014,32.0,1143.899169921875,756.1412963867188,2.6162872314453125,44.249168395996094,5,5
